uuid,Keywords,label
56,Lighting; Computational modeling; Solid modeling; Geometry; Light sources; Image forensics; Image forensics; lighting direction; image gradient; physics-based methods; manipulation detection,0
57,Electrodialysis; Multistage; Seawater desalination; Energy consumption; Water transport,0
58,Image classification; Swin transformer; Contrastive self-supervised learning; Clustering; And mutual information,0
59,Missing data imputation; spatial data; statistic data; multi-view,0
60,pedestrian detection; multispectral fusion; deep learning; You Only Look Once; real-time,0
61,Detection algorithms; knowledge based systems; learning systems; machine learning; neural networks; classification algorithms; streaming media,0
62,Unsupervised single channel overlapped speech recognition; permutation invariant training; progressive joint training; transfer learning; sequence discriminative training,0
63,2D materials; microelectrodes; microfluidics; on-chip electrochemistry; oxygen reduction reaction.,1
64,Batteryless; biomedical; differential resistance sensing; glaucoma; intraocular pressure; ISM band; pressure sensing; wireless power transfer; low power; transmitter,1
65,Parkinson's disease; freezing of gait; levodopa; resting-state functional connectivity.,1
66,Bioinformatics; entity recognition; knowledge acquisition; neural networks; relation extraction; text mining,0
67,COVID-19; post-1990 in China; Attention Restoration Theory (ART); perceived risk (PR); natural contact (NC); well-being (WB),0
68,Naples Prognostic Score; inflammation; nutrition; predictive; stage III NSCLC.,1
69,Markov processes; handwriting analysis,0
70,Cell envelope stress; Mechanosensitive channels; Sigma factors; Two-component systems.,1
71,Aerosol optical depth; Aqua-MODIS; Enhanced vegetation index; Meteorological parameters; Turkey.,1
72,Three-dimensional displays; Laser radar; Feature extraction; Shape; Solid modeling; Deep learning; Cameras; Airborne laser scan (ALS); light detection and ranging (LiDAR); multiview convolutional neural network with self-attention (MVCNN-SA); point clouds; roof classification; self-attention,0
73,Complete area coverage; Energy efficiency; Glasius Bio-inspired Neural Network; Maintenance robotics; Ship maintenance,0
74,COVID-19; SARS-CoV-2; antiviral; immunosuppression; lymphoma; monoclonal antibody.,1
75,HIV/AIDS; ART; Quality of life; Qualitative study; China,0
76,Local search; weighted; maximum satisfiability; configuration checking; make,0
77,Gene therapy; Neurological disorders; RNA interference; RNA-targeting therapeutics.,1
78,Cost of features; data reduction; feature selection; person reidentification; smart camera networks,0
79,Cancer; Distal phalanx; Metastasis; Nail.,1
80,Ammonia volatilization; Constructed wetlands; Greenhouse gas emission; Microbial fuel cells.,1
81,Cave art; Viewshed; Archaeological context; Cave geomorphology; GIS; Palaeolithic,0
82,Autism spectrum disorders; Diagnosis; Early identification; Screening.,1
83,visual attention; eye-tracking; attention restoration theory; nature-based servicescape; behavioral intention,0
84,Aqueous binary mixtures; Clotrimazole; Cosolvency models; Modèles de cosolvabilité; Mélanges binaires aqueux; Shake flask method; Solubility; Solubilité.,1
85,ENM detection limit; engineered nanomaterials; environmental forensics; isotope-enrichment; spICP-TOF-MS.,1
86,high spatial resolution remote sensing image; convolutional neural network; object detection; adaptive object orientation features; deep learning,0
87,clinical assessment; diagnosis; groin pain; hip/pelvis/thigh.,1
88,Chance constrained optimization; Control in Probability; Growth population models.,0
89,laser reflection tomography (LRT); non-cooperative target; algebraic reconstruction technique (ART); total variation (TV),0
90,Biometric system; verification system; deep learning; footstep recognition; floor sensor system,0
91,Distributed video coding; visual sensors; multiview; SIFT; homography; fusion,0
92,low-cost sensor fusion-based precise localization; road sign detection; part-based method; corner detection; real-time processing,0
93,vision transformer; fully transformer networks; convolutional neural network; feature pyramid network; high-resolution representations; ISPRS Vaihingen; Landsat-8,0
94,aspiration thrombectomy; hypercoagulable; nonbacterial thrombotic endocarditis; percutaneous coronary intervention.,1
95,Non-volatile memories; multi-level cell (MLC); triple-level cell (TLC); encoding; low power,0
96,Congenital heart disease; Magnetic resonance imaging; Pediatrics; Safety; Stainless steel embolization coils.,1
97,Computer arithmetic; residue number system; residue arithmetic; modular processor,0
98,HSPC transplantation; Hematopoietic stem and progenitor cells (HSPCs); Live imaging; Transgenic reporter lines; Zebrafish.,1
99,Retina; Optical imaging; Measurement by laser beam; Optical interferometry; Physics; Biomedical engineering; Angiography; OCT; OCTA; SS-OCT; widefield; angiography; ophthalmic imaging,1
100,E. coli; microscopy; segmentation; time-lapse; tracking,1
101,brain-computer interface (BCI); electroencephalogram (EEG); training data reduction; support vector machine; motor imagery; wavelet transform,0
102,apoptosis; chondrocytes; chondrogenesis; exosomes.,1
103,Material procurement; risk assessment; machine learning; GARCH; LSTM,0
104,Subspace clustering; big data; random projections; sketching,0
105,Biofilm; Biomineralization; Carbon steel; Cooling water; Corrosion inhibition.,1
106,BCL-2 protein; drug design; molecular docking; molecular dynamics; venetoclax.,1
107,FertiQoL; WHOQoL-BREF; assisted reproductive technologies; infertility; quality of life; intrauterine insemination; in vitro fertilization; men,0
108,Age estimation; Wrinkle detection; Facial appearance model; Line tracking; Support vector regression,0
109,Deconvolution; image fusion; multiresolution analysis (MRA); pansharpening; remote sensing,0
110,bone density; bone type; fish head; imaging.,1
111,Steganography; Steganalysis; HEVC; Video coding; Real-time,0
112,fatty acid metabolism; ferroptosis; heterogeneity; immunotherapy; treatment; triple-negative breast cancer.,1
113,aspect-based sentiment analysis; BERT; classification; ensemble; Hindi,0
114,cross-curricular integration; music art; visual art; remote teaching; ICT; interdisciplinary assignments; elementary education; learning process; music subjects; visual art subjects,0
115,Actinides; Arsinidene; Density Functional Theory; Multiple Bonds; Phosphinidene.,1
116,Cross-Sectional Studies; Family Medicine; Gender Differences; Medical Students; Mental Health; Mexico; Perceived Discrimination; Self-Report.,1
117,Convolutional neural networks; Approximate computing; Model compression; Weight sharing; Design space exploration; Embedded system,0
118,ALSPAC; Strengths and Difficulties Questionnaire; confirmatory factor analysis; longitudinal measurement invariance.,1
119,Lung cancer; high-order gene-gene interaction; phase II enzymes; polymorphism.,1
120,Anti-programmed cell death receptor-1 agents; Cutaneous adverse reactions; Immune checkpoint; Nivolumab; Rare; Steven-Johnson syndrome.,1
121,arrhythmia; cardiac surgery; cardiac tumor; complete atrioventricular block; coronary artery.,1
122,Hardware security; high-level synthesis; intellectual property protection; piracy,0
123,Convolutional networks (CNets); gradient boosting machine (GBM); scene classification,0
124,Feature extraction; Target tracking; Visualization; Collaboration; Adaptation models; Robustness; Object tracking; Visual object tracking; discriminative correlation filter; feature representation; collaborative representation,0
125,Antimicrobial activity; Antioxidant; Edible coating; Green nanoparticles; Postharvest pathogen.,1
126,advanced glycation end products; fetal health; maternal health; nutrition pregnancy.,1
127,Electrodes; In vivo; Surgery; Satellite broadcasting; Rodents; Integrated circuits; Switching circuits; Aging test; brain activation system; biocompatible; high frequency stimulation; histologic analysis; long-term non-anesthetic preclinical study; neuro-modulation,1
128,Auditory system; Cognitive processing; Infrasound; N-back; Working memory; fMRI.,1
129,16S rRNA gene; bark; betula platyphylla; birch tree; deinococcus.,1
130,Aluminum hydroxide; Fibrinogen-binding protein; M-like protein; Olive flounder; Paralichthys olivaceus; Recombinant protein; Streptococcosis; Streptococcus parauberis; Subunit vaccine.,1
131,bioprinting; cell viability; collagen; micro-extrusion; rheology; tissue engineering.,1
132,Contour detection; contour orientation; hierarchical image segmentation; object proposals; semantic contours,0
133,KIR2DL4*00108; novel allele; sequencing-based typing (SBT).,1
134,aftercare; post-sepsis-syndrome; rehabilitation; sepsis; survivor.,1
135,imaging; inverse scattering; Bayesian compressive sensing; Born approximation; Rytov approximation,0
136,AKAR3; exendin-4; intrinsic factor; trypsin; vitamin B12.,1
137,Biocompatibility; Manufacturing; Nanomedicine; Nanotechnology; Regulatory sciences; “Quality-by-design”.,1
138,adjustable-speed motor drives; motor controls; motor drives; reluctance motors; sensorless controls; switched reluctance motors; variable reluctance motors,0
139,Motion capture; Martial arts; System development; Extrinsic feedback,0
140,Alloimunization; Eltrombopag; Myelodysplastic syndrome; Platelet refractoriness; Thrombocytopenia.,1
141,Duck Tembusu virus; Duck circovirus; Muscovy duck reovirus; Novel duck reovirus.,1
142,Fluorescence laparoscopy; High-volume center; Minimally invasive surgery; Minimum case volumes; Robotics.,1
143,Categorization.,1
144,acceptance quality limit; declared quality level; limiting quality; sampling inspection; supervision and inspection.,1
145,Ultrasound imaging; deep learning; weakly supervised; shadow detection; confidence estimation,1
146,Image edge detection; Convolution; Image restoration; Feature extraction; Information filters; Visualization; Superresolution; Image super-resolution; cross convolution; multi-scale feature fusion; structure-preservation,0
147,Task analysis; Face recognition; Pose estimation; Magnetic heads; Training; Faces; Decoding; Head pose estimation; multi-task learning; face alignment; occlusions detection,0
148,FUT8; fucosylation; mucin secretion; ulcerative colitis.,1
149,Big Data; Digital art; Layout; Device-to-device communication; Computers; Real-time systems; Virtual reality,0
150,Image segmentation; Biomedical imaging; Computational modeling; Convolutional neural networks; Computer architecture; Task analysis; Convolution; Computational efficiency; deep convolutional neural networks; medical image segmentation,0
151,Cytotoxicity; DNA damage; Fibrosis; Inflammation; Mortality; Oxidative stress.,1
152,Intraosseous; Malignant peripheral nerve sheath tumor; Maxilla; Prognosis.,1
153,Deep reinforcement learning; hierarchical framework; knowledge; meta-learning,0
154,IL-1β; Inflammasome; NLRP3; Tetraodon nigroviridis.,1
155,keyword spotting; point process model; deep belief network; hierarchical deep belief network,0
156,Local self-similarity; Mutual information; Multimodal video registration; Dense stereo correspondence; Thermal camera; Visible camera; Visual surveillance,0
157,Experienced physicians; Nurse staffing; Psychiatric disorders; Psychiatrists; Readmission.,1
158,Boundary extraction; kernel; parametric active contour,0
159,ALK TKIs; Anaplastic lymphoma kinase; Brain metastases; Non-small cell lung cancer.,1
160,Biofilms; Bovine mastitis; Knema retusa extract; Staphylococci; Viability.,1
161,Data processing; Feature detection; Mass defect; Modulation; Orthogonality; Peak capacity.,1
162,crosstalk; social network; place; performing arts; intangible cultural heritage,0
163,Motion segmentation; subspace separation; lossy compression; incomplete data; error correction; sparse representation; matrix rank minimization,0
164,natechs; chemical accidents; industrial accidents; hurricanes; Hurricane Katrina; mitigation; response,0
165,CPS; electric vehicle; battery; HVAC; energy management; statistical modeling; neural network; model predictive control; optimization,0
166,Consumption; Hedonic; Orexin; Palatability; Sex differences.,1
167,Air gap membrane distillation; Mechanical vapor compression; Heat pump; Modelling; Zero liquid discharge (ZLD),0
168,depression; major depressive disorder; art psychotherapy; combined therapy; antidepressants,0
169,accumulation; crop grains; nanoplastics; nutritional quality.,1
170,National Council on Radiation Protection and Measurements; medical radiation; mammography; radiation risk,1
171,COVID-19; Cross-Sectional Studies; Family Medicine; Health Services Accessibility; Mental Health Services; Pandemics; Primary Health Care; Surveys and Questionnaires; Telemedicine.,1
172,Malaria; Plasmodium; prevention programmes; vaccine.,1
173,Streptococcus equi subsp. zooepidemicus; SzM protein; immunotherapy; monoclonal antibody; swine streptococcicosis.,1
174,Remote sensing; Modular-CNN; Building detection,0
175,Corynebacterium diphtheriae; antimicrobial resistance; diphtheria; erythromycin; outbreak.,1
176,cross-spectral imaging; feature point descriptors,0
177,MIL-100(Fe); MIL-101(Fe); adsorption; degradation; photocatalysis; tetracycline.,1
178,authentication; authorization; computational Grid security; secure communication; security policy; trust management,0
179,Quantum computing; Lattices; Computer security; Encryption; Protocols; Lattice-based cryptography; LB-RSA; post-quantum cryptography; IoT application; Gauss-sieve algorithm,0
180,Correlated binary outcomes; correlation decay; finite-sample correction; group randomized trial; intraclass correlation.,1
181,Data models; Blockchains; Training; Computational modeling; Servers; Predictive models; Fourth Industrial Revolution; Blockchain; federated learning (FL); industry 4.0,0
182,Magenetic resonance imaging; brain tumor; brain tumor segmentation; random forests; active contour model; multiscale patch,1
183,Image segmentation; object proposals; supervised evaluation; meta-measures,0
184,conducting materials; hydration; oxygen vacancies; proton conductor; pyrochlore structure.,1
185,GKT831; NADPH oxidases; Redox imbalance; hyaluronic acid nanoparticle (HANP); radiotherapy resistance; reactive oxygen species; targeted cancer therapy.,1
186,Scene text; Text recognition; Deep learning; Linguistic verification,0
187,computer vision; range data; 6D pose estimation; 3D object recognition; scene understanding; model-based vision,0
188,Histopathology image analysis; computational pathology; whole-slide image; deep learning; metastasis detection,1
189,gender dysphoria; gender-affirming surgery; reconstructive surgery; transgender.,1
190,Anaerobic digestion; Biogas slurry; Corn straw; Cow manure; Hydrochar; Microbial community.,1
191,High-resolution pollen forecasts; COSMO-ART; Complex topography; Birch pollen; Pollen dispersion models; Pollen transport,1
192,Bibliographies; Systematics; Task analysis; Data mining; Patents; Medical services; Soft sensors; Engineering method; PRISMA; systematic literature review; state of the art,0
193,embryo; mammals; migration; pluripotency; primordial germ cell; specification.,1
194,Symmetry; Graph matching; Image matching; Geometric information,0
195,Panthera pardus pardus; Panthera tigris; Panthera uncia; big cats; genome assembly.,1
196,Facial expression recognition; Motion descriptor; Expression descriptor; Bag-of-words; Adaptive learning,0
197,Matrix rank minimization; Matrix completion; Compressed sensing,0
198,air pollutants detection and removal; carbon dots; sensing mechanisms; sensors and photocatalysts fabrication.,1
199,Contextual regularization; image dehazing; quadtree decomposition,0
200,Convolution neural network; lightweight; remote sensing; single image superresolution (SISR),0
201,Antioxidant enzymes; Ecotoxicity; Gasoline additive; IBRv2; Lipid peroxidation; MTBE.,1
202,Artificial ecosystems; Carbon reduction technologies; Competitive dynamics; Quorum sensing; Wastewater treatment.,1
203,spectral imaging; colorimetry; hyperspectral line scanner; CIE illuminants; CIEDE2000,0
204,Back mixing; Biodrying; Effect mechanism; Microbial succession; Sewage sludge.,1
205,Borderline personality disorder; Concept de soi; Disturbed identity; Self-concept; Third-wave cognitive behavioral therapy; Thérapie cognitivo-comportementale de troisième vague; Trouble de la personnalité borderline; Trouble de l’identité.,1
206,Visual arts; Animation synthesis; Style transfer; Non-photorealistic rendering (NPR),0
207,HDL; LDL; lipoproteomics; metabolomics; robust linear models.,1
208,Adaptive control; Fermentation calorimeter; Interferon α2b; P. pastoris; Process Analytical Technology (PAT); Soft sensor.,1
209,geography; history; Acta geographica Slovenica; Anton Melik Geographical Institute; Scientific Research Centre of the Slovenian Academy of Sciences and Arts; Slovenia,0
210,Hes1; Insm1; Retinal progenitor cell (RPC) differentiation; Rod photoreceptor cells; SHH.,1
211,Adaptive random testing; object-oriented software; object distance; unit testing; method parameter,0
212,Channel state information; Wi-Fi CSI; Vital signs; Respiration rate; Heart rate; eHealth; Patient remote monitoring,0
213,Data compression; Variable-length encoding; Huffman coding; GPU; CUDA,0
214,CIITA; DFTD; MHC; devil facial tumour; transmissible cancer.,1
215,Face sketch synthesis; Position constraint; Global search; High frequency; Markov network,0
216,global navigation satellite system (GNSS); interference; mitigation; high-rate DFT-based data manipulator (HDDM); discrete Fourier transform (DFT),0
217,Activity assay; Histone deacetylase; Inhibitor measurement; Sirtuin.,1
218,Carbon emissions reduction; China; Economic growth; The convergence of digital services and manufacturing.,1
219,BDNF; EAAT; cyanidin chloride; depression; hippocampus; neuroinflammation.,1
220,Evolution; Neuroscience; Personality; Psychopathology; Translation.,1
221,Chinese Kungfu film and television works; audience participation; cultural contact; image perception of tourist destinations; sustainable development,0
222,Target tracking; Correlation; Videos; Satellites; Object tracking; Kalman filters; Predictive models; Correlation filter; interacting multiple model (IMM); object tracking; satellite videos,0
223,HEVC (high-efficiency video coding); CU (coding unit) decision; Early termination algorithm; Statistical analysis; LCU (largest coding unit) classification,0
224,nature; connectivity; natural worlds; environment; arts; embodiment; physical body; attunement,0
225,Camera identification; Digital forensics; Hardwaremetry; Individual source camera identification; Sensor identification,0
226,CGRA; dynamic compilation; configuration transformation,0
227,HIV (human immunodeficiency virus)-1; prevalence; travelers.,1
228,epilepsy; hidden Markov model; interictal activity; magnetoencephalography.,1
229,ablative fractional laser treatment; angiogenesis; burn scars; immature scars; mature scars; optical coherence tomography; speckle decorrelation; vasculature.,1
230,magnetic anchor; minimal invasive surgery; video system.,1
231,Anastomotic leakage; Colorectal surgery; Complications; Rectal neoplasms; Water-soluble enema.,1
232,JPEG deblocking; Artifact reduction; Edge preserving; Multiscale; Structure tensor; Regularization,1
233,lithium-ion battery; bipolar battery; polymer-carbon composite; current collector; water-based electrode slurries; carbon primer; CNTs; LMNO; LTO,0
234,Glomerella leaf spot; baseline sensitivity; benzovindiflupyr; bitter rot; chemical control; natamycin.,1
235,Biocatalysis; Cyclohexanone Monooxygenase; Promiscuity; Protein Engineering; α-Fluoroketones.,1
236,Discrete wavelet transforms; Quantization (signal); Encoding; Wavelet analysis; Image reconstruction; Image coding; Entropy; Lossless and near-lossless compression; pyramidal multiresolution scheme; regression wavelet analysis (RWA); remote sensing data compression,0
237,Grinding; Finishing; Automotive,0
238,Limitations; Openness; Quality of research; Reproducibility crisis; Transparency.,1
239,integrated lighting systems; daylighting; electric lighting,0
240,Network-on-chip; Reliability; Crosstalk avoidance code; Numeral System,0
241,Point cloud compression; 3D immersive video; free-viewpoint video; RAHT; real-time point cloud transmission,0
242,Deep learning; Unified modeling language; Natural language processing; Semantics; Recurrent neural networks; Medical diagnostic imaging; Learning systems; Clinical diagnosis; Medical services; Clinical text; entity recognition; deep learning; natural language processing,0
243,community development; arts and health; healthy living; holistic programmes; well-being,1
244,Philips; museum illumination; dynamic illumination; illumination using light emitting diodes; the Carriage hall; the State Hermitage,0
245,Bone; Microdialysis; Pharmacokinetics; Tissue penetration; Vancomycin.,1
246,Cone-beam computed tomography; Endodontics; Microsurgery.,1
247,Field-programmable gate array (FPGA); reconfigurable devices; software-defined networks; switching fabrics,0
248,knowledge management; CSCW; traceability; document mining; knowledge communities; awareness,0
249,Overlapping cytoplasm segmentation; contour fragments; fragments grouping and connecting; automatic cervical cancer screening,1
250,astrocyte; inflammatory response; microtubule-associated protein 2; motor function; motor-evoked potential; neural circuit-magnetic stimulation; neural repair; neuromodulation technique; spinal cord injury; synaptic plasticity.,1
251,disassembly; recycling; planning,0
252,Decision-making; Dietary diversity; Ethiopia; Gender; Household; Nutrition.,1
253,Class incremental learning; Activity recognition; Random forests,0
254,hybrid memory; attention; Re-identification; one shot,0
255,segmentation; fuzzy ART; data clustering,0
256,IVOCT; deep learning; plaque detection; transfer learning,1
257,Image reconstruction; Subspace constraints; TV; Attenuation; Iterative algorithms; Minimization; Radioactive waste; Image reconstruction; radioactive wastes; tomographic gamma scanning; total variation minimization,0
258,Fox; Newlavirus; Parvovirus; Recombination.,1
259,remote-sensing; scene classification; few-shot learning; meta-learning; self-supervised; knowledge distillation,0
260,Cluster analysis; Dynamic factor analysis; River habitat; Water pollution; Water quality management.,1
261,Bi-Based Photocatalysts; CO2 Chemisorption and Activation; In Situ Spectroscopy; Photocatalytic CO2 Reduction; Specific Surface Regulation.,1
262,color aesthetics; color statistics; color calibration; cultural heritage and art; graffiti; spectral imaging; street art,0
263,data compression; optical radar; radar signal processing; LiDAR compression efficiency; data compression; LAS format; data packets,0
264,Adaptive resonance tuning; closed-loop wireless power transmission (WPT); implantable medical devices; radio-frequency identification (RFID); triple-loop power control,1
265,Ambident Nucleophile; Arylation; Bismuth; Density-Functional Calculations; Synthetic Methods.,1
266,Image segmentation; Semantics; Feature extraction; Data models; Three-dimensional displays; Task analysis; Semisupervised learning; Semantic-oriented contrastive learning; labeled-to-unlabeled distribution translation; few sample segmentation,1
267,Digestibility; ash; bone mineralisation; gastrointestinal tract; nutrition.,1
268,Bacillus anthracis; anthrax; antitoxin; inhalation anthrax; meningitis.,1
269,built environment stocks; circular economy; material flow analysis; spatial planning; urban sustainability.,1
270,integrated optics; MOS capacitors; optical modulation; plasma-dispersion effect; silicon photonics,0
271,Atlantic rock art; Methodology; Interdisciplinary; Multi-scalar; GIS; Network analysis,0
272,AKT1; DCBLD2; Papillary thyroid cancer; miR-451a.,1
273,Bit-serial accelerator (BSA); fine-grained quantization; hardware/software co-design; neural network,0
274,Cluster; Dairy; Farming system; Nonlinear; Principal component.,1
275,"Bivalvia control region, mitogenome, mollusca, phylogeny.",1
276,B-lines; lung ultrasound; pediatrics.,1
277,Non-negative factor analysis; model adaptation; Gaussian mixture model weight; dialect recognition; language recognition,0
278,Convolutional deep belief networks; deep inference; deep learning; fog computing; semi-supervised learning,0
279,3D Spatial D-A Interlocked Network; Molecular Packing; NIR-II Fluorescence Imaging; Phototheranostics; Structural Isomerization.,1
280,endocannabinoids; fear; food intake; memory; mitochondria.,1
281,Sensors; Deep learning; Adaptation models; Data models; Feature extraction; Predictive models; Activity recognition; Activity recognition; deep learning; multimodal sensors; pattern recognition,0
282,Animal; Cognition; Experience; MRI; Neuroplasticity; Training.,1
283,blue energy; oblate spheroid; triboelectric nanogenerators; water wave.,1
284,Kidney cancer diagnosis and prognosis; Nuclei segmentation; Residual learning; Histopathology images,1
285,metal matrix composites (MMCs); aluminum; powder metallurgy,0
286,Compressed sensing; hemodynamics; magnetic resonance imaging (MRI); phase contrast MRI,1
287,Power amplifier; digital predistortion; neural network (NN); long short-term memory (LSTM); LSTM projection; gated recurrent unit (GRU); NN pruning; error vector magnitude (EVM); IEEE 802.11,0
288,Gait; master-student; CNN; biometrics,0
289,deep learning; CNN; target identification and recognition; infrared imaging,0
290,WLMS; Dehazing; Edge preserving Smoothing; Computer vision; Computational complexity,0
291,Musculoskeletal modelling; cumulative trauma disorders; forces; strain.,1
292,Esophagus; Markov chain; segmentation; tracking; tubular structure,1
293,Bounded channel uncertainty; efficient algorithm; multiuser beamforming; robust fractional quadratically constrained quadratic problem (Robust Fractional QCQP),0
294,Super-resolution; Dense connections; Parallelization; Contextual information,0
295,Ca Deposition/Stripping; Electrolyte Formulation; Solid Electrolyte Interphase; Solvation Structure.,1
296,optic flow; heading; self-motion; neural decoding; adaptive resonance theory; vision; biologically inspired; neural network,0
297,18-methyl steroids; doping analysis; methoxydienone; molecular modelling; nutritional supplements.,1
298,Proton exchange membrane fuel cell; PEMFC stack; Differential evolution; Genetic algorithm,0
299,Face alignment; face coding; face recognition; eigenfaces; principal component analysis,0
300,superluminescent LED; numerical simulation,0
301,complimentary metal-oxide-semiconductor; embedded systems; integrated circuit design; integrated circuit process technology; IPReUse; system-in-package (SiP); system-on-chip (SoC),0
302,more electric aircraft; electrical machine; actuation; power generation; propulsion; aircraft electrification,0
303,Transformers; Biomedical imaging; Subspace constraints; Task analysis; Image synthesis; Magnetic resonance imaging; Computer architecture; Medical image synthesis; transformer; residual; vision; adversarial; generative; unified,0
304,Hydroxypropyl-β-cyclodextrin; pharmacokinetic; solubility; tadalafil; transdermal drug delivery.,1
305,Compressive sensing (CS); dynamic magnetic resonance (MR) imaging; low-rank; robust principal component analysis; sparsity,0
306,Enterovirus A71; LC-MS; alpha-enolase; iTRAQ; metabolomics; plasma membrane; proteomics.,1
307,recommendation system; matrix factorization; attention mechanism; autoencoder; collaborative filtering,0
308,Generative model; glioma; medical image simulation; modality synthesis; multi-atlas; patch-based,1
